Year,Month,Day,Weekday,Period,Hour,Min,Sec,Transaction,Item,Item_Price,Type
2016,11,15,Tuesday,morning,9,17,58,1348,Coffee,9.07,drinks
2016,11,15,Tuesday,morning,9,19,2,1349,Coke,4.73,drinks
2016,11,15,Tuesday,morning,9,23,39,1350,Coffee,9.07,drinks
2016,11,15,Tuesday,morning,9,36,13,1351,Farm House,3.31,unknown
2016,11,15,Tuesday,morning,10,1,55,1352,Coffee,9.07,drinks
2016,11,15,Tuesday,morning,10,1,55,1352,Coffee,9.07,drinks
2016,11,15,Tuesday,morning,10,1,55,1352,Keeping It Local,10.38,unknown
2016,11,15,Tuesday,morning,10,1,55,1352,Bread,3.01,food
2016,11,15,Tuesday,morning,10,7,20,1353,Coffee,9.07,drinks
2016,11,15,Tuesday,morning,10,7,20,1353,Truffles,7.15,food
2016,11,15,Tuesday,morning,10,9,45,1354,Coffee,9.07,drinks
2016,11,15,Tuesday,morning,10,18,15,1355,Coffee,9.07,drinks
2016,11,15,Tuesday,morning,10,18,15,1355,Tea,6.65,drinks
2016,11,15,Tuesday,morning,10,18,15,1355,Keeping It Local,10.38,unknown
2016,11,15,Tuesday,morning,10,46,13,1356,Coffee,9.07,drinks
2016,11,15,Tuesday,morning,10,46,13,1356,Keeping It Local,10.38,unknown
2016,11,15,Tuesday,morning,10,49,21,1357,Coffee,9.07,drinks
2016,11,15,Tuesday,morning,10,49,21,1357,Tea,6.65,drinks
2016,11,15,Tuesday,morning,10,52,23,1358,Coffee,9.07,drinks
2016,11,15,Tuesday,morning,11,2,54,1359,Coffee,9.07,drinks
2016,11,15,Tuesday,morning,11,4,23,1360,Coffee,9.07,drinks
2016,11,15,Tuesday,morning,11,4,23,1360,Bread,3.01,food
2016,11,15,Tuesday,morning,11,6,29,1361,Coffee,9.07,drinks
2016,11,15,Tuesday,morning,11,6,29,1361,NONE,9.98,unknown
2016,11,15,Tuesday,morning,11,10,30,1362,Bread,3.01,food
2016,11,15,Tuesday,morning,11,15,32,1363,Farm House,3.31,unknown
2016,11,15,Tuesday,morning,11,37,16,1364,Coffee,9.07,drinks
2016,11,15,Tuesday,morning,11,37,16,1364,Kids biscuit,5.94,unknown
2016,11,15,Tuesday,morning,11,41,36,1365,Tea,6.65,drinks
2016,11,15,Tuesday,morning,11,41,36,1365,Muffin,3.01,food
2016,11,15,Tuesday,morning,11,43,28,1366,Bread,3.01,food
2016,11,15,Tuesday,morning,11,44,22,1367,Coffee,9.07,drinks
2016,11,15,Tuesday,morning,11,44,22,1367,Pastry,2.91,food
2016,11,15,Tuesday,morning,11,51,10,1368,Scandinavian,10.38,unknown
2016,11,15,Tuesday,morning,11,51,10,1368,Coffee,9.07,drinks
2016,11,15,Tuesday,morning,11,51,10,1368,Soup,8.77,drinks
2016,11,15,Tuesday,morning,11,56,51,1369,Scandinavian,10.38,unknown
2016,11,15,Tuesday,morning,11,56,51,1369,Pastry,2.91,food
2016,11,15,Tuesday,morning,11,56,51,1369,Muffin,3.01,food
2016,11,15,Tuesday,afternoon,12,0,24,1370,Coffee,9.07,drinks
2016,11,15,Tuesday,afternoon,12,0,24,1370,Pastry,2.91,food
2016,11,15,Tuesday,afternoon,12,8,55,1371,Soup,8.77,drinks
2016,11,15,Tuesday,afternoon,12,8,55,1371,Hearty & Seasonal,5.84,unknown
2016,11,15,Tuesday,afternoon,12,8,55,1371,Tea,6.65,drinks
2016,11,15,Tuesday,afternoon,12,13,28,1372,Bread,3.01,food
2016,11,15,Tuesday,afternoon,12,13,28,1372,Scandinavian,10.38,unknown
2016,11,15,Tuesday,afternoon,12,18,46,1373,Scandinavian,10.38,unknown
2016,11,15,Tuesday,afternoon,12,18,46,1373,Bread,3.01,food
2016,11,15,Tuesday,afternoon,12,18,46,1373,Truffles,7.15,food
2016,11,15,Tuesday,afternoon,12,20,36,1374,Coffee,9.07,drinks
2016,11,15,Tuesday,afternoon,12,20,36,1374,Coffee,9.07,drinks
2016,11,15,Tuesday,afternoon,12,20,36,1374,Soup,8.77,drinks
2016,11,15,Tuesday,afternoon,12,22,24,1375,Medialuna,9.07,food
2016,11,15,Tuesday,afternoon,12,22,24,1375,Medialuna,9.07,food
2016,11,15,Tuesday,afternoon,12,28,25,1376,Coffee,9.07,drinks
2016,11,15,Tuesday,afternoon,12,28,25,1376,Coffee,9.07,drinks
2016,11,15,Tuesday,afternoon,12,28,25,1376,Medialuna,9.07,food
2016,11,15,Tuesday,afternoon,12,28,25,1376,Medialuna,9.07,food
2016,11,15,Tuesday,afternoon,12,28,25,1376,Bread,3.01,food
2016,11,15,Tuesday,afternoon,12,36,12,1377,Bread,3.01,food
2016,11,15,Tuesday,afternoon,12,37,47,1378,Coffee,9.07,drinks
2016,11,15,Tuesday,afternoon,12,37,47,1378,Bread,3.01,food
2016,11,15,Tuesday,afternoon,12,50,18,1379,Soup,8.77,drinks
2016,11,15,Tuesday,afternoon,12,50,18,1379,Sandwich,3.21,food
2016,11,15,Tuesday,afternoon,13,2,4,1380,Sandwich,3.21,food
2016,11,15,Tuesday,afternoon,13,2,4,1380,Hearty & Seasonal,5.84,unknown
2016,11,15,Tuesday,afternoon,13,2,4,1380,Coffee,9.07,drinks
2016,11,15,Tuesday,afternoon,13,2,39,1381,Soup,8.77,drinks
2016,11,15,Tuesday,afternoon,13,11,28,1382,Bread,3.01,food
2016,11,15,Tuesday,afternoon,13,16,42,1383,Soup,8.77,drinks
2016,11,15,Tuesday,afternoon,13,16,42,1383,Coffee,9.07,drinks
2016,11,15,Tuesday,afternoon,13,16,42,1383,Pastry,2.91,food
2016,11,15,Tuesday,afternoon,13,17,11,1384,Pastry,2.91,food
2016,11,15,Tuesday,afternoon,13,17,11,1384,Coffee,9.07,drinks
2016,11,15,Tuesday,afternoon,13,17,11,1384,Coffee,9.07,drinks
2016,11,15,Tuesday,afternoon,13,30,54,1386,Coffee,9.07,drinks
2016,11,15,Tuesday,afternoon,13,30,54,1386,Coffee,9.07,drinks
2016,11,15,Tuesday,afternoon,13,30,54,1386,Soup,8.77,drinks
2016,11,15,Tuesday,afternoon,13,30,54,1386,Bread,3.01,food
2016,11,15,Tuesday,afternoon,13,34,6,1387,Bread,3.01,food
2016,11,15,Tuesday,afternoon,13,36,5,1388,Coffee,9.07,drinks
2016,11,15,Tuesday,afternoon,13,36,5,1388,Coffee,9.07,drinks
2016,11,15,Tuesday,afternoon,13,36,5,1388,Sandwich,3.21,food
2016,11,15,Tuesday,afternoon,13,36,5,1388,Hearty & Seasonal,5.84,unknown
2016,11,15,Tuesday,afternoon,13,43,28,1389,Coffee,9.07,drinks
2016,11,15,Tuesday,afternoon,13,43,28,1389,Coffee,9.07,drinks
2016,11,15,Tuesday,afternoon,13,43,28,1389,Soup,8.77,drinks
2016,11,15,Tuesday,afternoon,13,46,27,1390,Bread,3.01,food
2016,11,15,Tuesday,afternoon,13,48,6,1391,Bread,3.01,food
2016,11,15,Tuesday,afternoon,14,4,23,1392,Bread,3.01,food
2016,11,15,Tuesday,afternoon,14,14,15,1393,Coffee,9.07,drinks
2016,11,15,Tuesday,afternoon,14,16,25,1394,Bread,3.01,food
2016,11,15,Tuesday,afternoon,14,16,25,1394,Soup,8.77,drinks
2016,11,15,Tuesday,afternoon,14,40,51,1395,Coffee,9.07,drinks
2016,11,15,Tuesday,afternoon,14,40,51,1395,Coffee,9.07,drinks
2016,11,15,Tuesday,afternoon,14,40,51,1395,Hearty & Seasonal,5.84,unknown
2016,11,15,Tuesday,afternoon,14,40,51,1395,Soup,8.77,drinks
2016,11,15,Tuesday,afternoon,14,42,24,1396,Scandinavian,10.38,unknown
2016,11,15,Tuesday,afternoon,14,45,52,1397,Coffee,9.07,drinks
2016,11,15,Tuesday,afternoon,14,45,52,1397,Medialuna,9.07,food
2016,11,15,Tuesday,afternoon,14,47,10,1398,Bread,3.01,food
2016,11,15,Tuesday,afternoon,14,59,40,1399,Bread,3.01,food
2016,11,15,Tuesday,afternoon,14,59,40,1399,Brownie,6.44,food
2016,11,15,Tuesday,afternoon,15,7,33,1400,Fudge,1.39,food
2016,11,15,Tuesday,afternoon,15,21,14,1401,Coke,4.73,drinks
2016,11,15,Tuesday,afternoon,16,8,57,1402,Coke,4.73,drinks
2016,11,15,Tuesday,afternoon,16,13,26,1403,Brownie,6.44,food
2016,11,15,Tuesday,afternoon,16,13,26,1403,Muffin,3.01,food
2016,11,15,Tuesday,afternoon,17,2,22,1404,Tea,6.65,drinks
2016,11,15,Tuesday,afternoon,17,2,22,1404,Bread,3.01,food
2016,11,15,Tuesday,afternoon,17,2,22,1404,Truffles,7.15,food
2016,11,15,Tuesday,afternoon,17,2,22,1404,Pastry,2.91,food
2016,11,15,Tuesday,afternoon,17,14,54,1405,Tea,6.65,drinks
2016,11,15,Tuesday,evening,18,7,38,1406,Bread,3.01,food
2016,11,15,Tuesday,evening,18,7,38,1406,Truffles,7.15,food
2016,11,15,Tuesday,evening,18,28,52,1407,Medialuna,9.07,food
2016,11,16,Wednesday,morning,7,49,1,1408,Coffee,9.07,drinks
2016,11,16,Wednesday,morning,7,49,1,1408,Medialuna,9.07,food
2016,11,16,Wednesday,morning,8,1,6,1409,Bread,3.01,food
2016,11,16,Wednesday,morning,9,6,7,1410,Pastry,2.91,food
2016,11,16,Wednesday,morning,9,6,7,1410,Coffee,9.07,drinks
2016,11,16,Wednesday,morning,9,13,57,1411,Coffee,9.07,drinks
2016,11,16,Wednesday,morning,9,13,57,1411,Bread,3.01,food
2016,11,16,Wednesday,morning,9,13,57,1411,NONE,9.98,unknown
2016,11,16,Wednesday,morning,9,13,57,1411,Jam,10.08,food
2016,11,16,Wednesday,morning,9,15,43,1412,Bread,3.01,food
2016,11,16,Wednesday,morning,9,15,43,1412,Coffee,9.07,drinks
2016,11,16,Wednesday,morning,9,15,43,1412,NONE,9.98,unknown
2016,11,16,Wednesday,morning,9,17,50,1413,Coke,4.73,drinks
2016,11,16,Wednesday,morning,9,22,42,1414,Bread,3.01,food
2016,11,16,Wednesday,morning,9,27,52,1415,Coffee,9.07,drinks
2016,11,16,Wednesday,morning,9,27,52,1415,Coffee,9.07,drinks
2016,11,16,Wednesday,morning,9,34,51,1416,Coffee,9.07,drinks
2016,11,16,Wednesday,morning,9,37,17,1417,Pastry,2.91,food
2016,11,16,Wednesday,morning,9,43,6,1418,Scandinavian,10.38,unknown
2016,11,16,Wednesday,morning,9,43,6,1418,Pastry,2.91,food
2016,11,16,Wednesday,morning,9,43,6,1418,NONE,9.98,unknown
2016,11,16,Wednesday,morning,9,47,0,1419,Bread,3.01,food
2016,11,16,Wednesday,morning,9,47,0,1419,NONE,9.98,unknown
2016,11,16,Wednesday,morning,9,47,0,1419,Granola,7.15,food
2016,11,16,Wednesday,morning,9,51,28,1420,Tea,6.65,drinks
2016,11,16,Wednesday,morning,9,51,28,1420,Coffee,9.07,drinks
2016,11,16,Wednesday,morning,9,51,28,1420,Pastry,2.91,food
2016,11,16,Wednesday,morning,9,52,54,1421,Bread,3.01,food
2016,11,16,Wednesday,morning,9,52,54,1421,Mineral water,2.51,drinks
2016,11,16,Wednesday,morning,10,23,46,1422,Tea,6.65,drinks
2016,11,16,Wednesday,morning,10,23,46,1422,Medialuna,9.07,food
2016,11,16,Wednesday,morning,10,25,47,1423,Brownie,6.44,food
2016,11,16,Wednesday,morning,10,33,39,1424,Tea,6.65,drinks
2016,11,16,Wednesday,morning,10,33,39,1424,Coffee,9.07,drinks
2016,11,16,Wednesday,morning,10,33,39,1424,Pastry,2.91,food
2016,11,16,Wednesday,morning,10,39,5,1425,Hot chocolate,9.58,drinks
2016,11,16,Wednesday,morning,10,39,5,1425,Coffee,9.07,drinks
2016,11,16,Wednesday,morning,10,39,5,1425,Cake,4.73,food
2016,11,16,Wednesday,morning,10,50,39,1426,Bread,3.01,food
2016,11,16,Wednesday,morning,10,51,55,1427,Bread,3.01,food
2016,11,16,Wednesday,morning,10,51,55,1427,Jam,10.08,food
2016,11,16,Wednesday,morning,10,52,49,1428,Scandinavian,10.38,unknown
2016,11,16,Wednesday,morning,11,0,7,1429,Bread,3.01,food
2016,11,16,Wednesday,morning,11,0,7,1429,Coffee,9.07,drinks
2016,11,16,Wednesday,morning,11,0,7,1429,Pastry,2.91,food
2016,11,16,Wednesday,morning,11,0,7,1429,Cake,4.73,food
2016,11,16,Wednesday,morning,11,20,25,1430,Bread,3.01,food
2016,11,16,Wednesday,morning,11,23,0,1431,Coffee,9.07,drinks
2016,11,16,Wednesday,morning,11,30,41,1432,Bread,3.01,food
2016,11,16,Wednesday,morning,11,34,3,1433,Coffee,9.07,drinks
2016,11,16,Wednesday,morning,11,34,3,1433,Cake,4.73,food
2016,11,16,Wednesday,morning,11,42,25,1434,Coffee,9.07,drinks
2016,11,16,Wednesday,afternoon,12,6,39,1435,Coffee,9.07,drinks
2016,11,16,Wednesday,afternoon,12,19,46,1436,Coffee,9.07,drinks
2016,11,16,Wednesday,afternoon,12,19,46,1436,Soup,8.77,drinks
2016,11,16,Wednesday,afternoon,12,22,5,1437,Scandinavian,10.38,unknown
2016,11,16,Wednesday,afternoon,12,22,5,1437,Bread,3.01,food
2016,11,16,Wednesday,afternoon,12,25,18,1438,Sandwich,3.21,food
2016,11,16,Wednesday,afternoon,12,25,18,1438,Soup,8.77,drinks
2016,11,16,Wednesday,afternoon,12,25,18,1438,Bread,3.01,food
2016,11,16,Wednesday,afternoon,12,25,18,1438,Cake,4.73,food
2016,11,16,Wednesday,afternoon,12,29,31,1439,Coffee,9.07,drinks
2016,11,16,Wednesday,afternoon,12,29,31,1439,Bread,3.01,food
2016,11,16,Wednesday,afternoon,12,29,31,1439,Tartine,8.06,food
2016,11,16,Wednesday,afternoon,12,33,18,1440,Soup,8.77,drinks
2016,11,16,Wednesday,afternoon,12,36,43,1441,Bread,3.01,food
2016,11,16,Wednesday,afternoon,12,39,27,1442,Soup,8.77,drinks
2016,11,16,Wednesday,afternoon,12,39,27,1442,Juice,7.76,drinks
2016,11,16,Wednesday,afternoon,12,39,27,1442,Brownie,6.44,food
2016,11,16,Wednesday,afternoon,12,55,30,1443,Coffee,9.07,drinks
2016,11,16,Wednesday,afternoon,13,7,4,1444,Hearty & Seasonal,5.84,unknown
2016,11,16,Wednesday,afternoon,13,15,30,1445,Coffee,9.07,drinks
2016,11,16,Wednesday,afternoon,13,15,30,1445,Soup,8.77,drinks
2016,11,16,Wednesday,afternoon,13,15,30,1445,Sandwich,3.21,food
2016,11,16,Wednesday,afternoon,13,15,30,1445,Tea,6.65,drinks
2016,11,16,Wednesday,afternoon,13,15,30,1445,Cake,4.73,food
2016,11,16,Wednesday,afternoon,13,23,42,1446,Tea,6.65,drinks
2016,11,16,Wednesday,afternoon,13,23,42,1446,Soup,8.77,drinks
2016,11,16,Wednesday,afternoon,13,24,47,1447,Coffee,9.07,drinks
2016,11,16,Wednesday,afternoon,13,24,47,1447,Bread,3.01,food
2016,11,16,Wednesday,afternoon,13,24,47,1447,Sandwich,3.21,food
2016,11,16,Wednesday,afternoon,13,46,27,1448,Soup,8.77,drinks
2016,11,16,Wednesday,afternoon,13,46,27,1448,Coffee,9.07,drinks
2016,11,16,Wednesday,afternoon,13,46,49,1449,Soup,8.77,drinks
2016,11,16,Wednesday,afternoon,13,46,49,1449,Coffee,9.07,drinks
2016,11,16,Wednesday,afternoon,13,47,16,1450,Tea,6.65,drinks
2016,11,16,Wednesday,afternoon,13,47,16,1450,Soup,8.77,drinks
2016,11,16,Wednesday,afternoon,13,52,41,1451,NONE,9.98,unknown
2016,11,16,Wednesday,afternoon,13,52,41,1451,Cake,4.73,food
2016,11,16,Wednesday,afternoon,13,55,4,1452,Coffee,9.07,drinks
2016,11,16,Wednesday,afternoon,13,55,4,1452,Tea,6.65,drinks
2016,11,16,Wednesday,afternoon,13,55,4,1452,Cake,4.73,food
2016,11,16,Wednesday,afternoon,13,55,4,1452,Muffin,3.01,food
2016,11,16,Wednesday,afternoon,13,57,13,1453,Bread,3.01,food
2016,11,16,Wednesday,afternoon,14,6,9,1454,Coffee,9.07,drinks
2016,11,16,Wednesday,afternoon,14,6,9,1454,Bread,3.01,food
2016,11,16,Wednesday,afternoon,14,19,12,1455,Coffee,9.07,drinks
2016,11,16,Wednesday,afternoon,14,19,12,1455,Tea,6.65,drinks
2016,11,16,Wednesday,afternoon,14,40,47,1456,Tea,6.65,drinks
2016,11,16,Wednesday,afternoon,14,40,47,1456,Soup,8.77,drinks
2016,11,16,Wednesday,afternoon,14,43,29,1457,Coffee,9.07,drinks
2016,11,16,Wednesday,afternoon,14,43,29,1457,Tea,6.65,drinks
2016,11,16,Wednesday,afternoon,14,43,29,1457,Cake,4.73,food
2016,11,16,Wednesday,afternoon,14,44,42,1458,Bread,3.01,food
2016,11,16,Wednesday,afternoon,14,44,42,1458,Bread,3.01,food
2016,11,16,Wednesday,afternoon,14,46,23,1459,Hearty & Seasonal,5.84,unknown
2016,11,16,Wednesday,afternoon,14,52,58,1460,Bread,3.01,food
2016,11,16,Wednesday,afternoon,14,52,58,1460,Mineral water,2.51,drinks
2016,11,16,Wednesday,afternoon,14,52,58,1460,Brownie,6.44,food
2016,11,16,Wednesday,afternoon,15,2,5,1461,Fudge,1.39,food
2016,11,16,Wednesday,afternoon,15,25,49,1462,Muffin,3.01,food
2016,11,16,Wednesday,afternoon,15,25,49,1462,Hot chocolate,9.58,drinks
2016,11,16,Wednesday,afternoon,15,25,49,1462,Coffee,9.07,drinks
2016,11,16,Wednesday,afternoon,15,30,2,1463,Tea,6.65,drinks
2016,11,16,Wednesday,afternoon,15,30,2,1463,Muffin,3.01,food
2016,11,16,Wednesday,afternoon,15,31,29,1464,Cake,4.73,food
2016,11,16,Wednesday,afternoon,15,31,29,1464,Coffee,9.07,drinks
2016,11,16,Wednesday,afternoon,15,34,4,1465,Victorian Sponge,6.85,food
2016,11,16,Wednesday,afternoon,15,35,48,1466,Soup,8.77,drinks
2016,11,16,Wednesday,afternoon,15,35,48,1466,Sandwich,3.21,food
2016,11,16,Wednesday,afternoon,15,35,48,1466,Tea,6.65,drinks
2016,11,16,Wednesday,afternoon,15,58,16,1467,Scandinavian,10.38,unknown
2016,11,16,Wednesday,afternoon,16,16,3,1468,Coffee,9.07,drinks
2016,11,16,Wednesday,afternoon,16,21,53,1469,Bread,3.01,food
2016,11,16,Wednesday,afternoon,16,30,20,1470,Tartine,8.06,food
2016,11,16,Wednesday,afternoon,16,30,20,1470,Bread,3.01,food
2016,11,16,Wednesday,afternoon,16,30,20,1470,Coffee,9.07,drinks
2016,11,16,Wednesday,afternoon,16,36,6,1471,Medialuna,9.07,food
2016,11,16,Wednesday,afternoon,16,36,6,1471,Medialuna,9.07,food
2016,11,16,Wednesday,afternoon,17,3,38,1472,Bread,3.01,food
2016,11,16,Wednesday,afternoon,17,24,32,1473,Bread,3.01,food
2016,11,16,Wednesday,afternoon,17,24,32,1473,Scandinavian,10.38,unknown
2016,11,16,Wednesday,evening,18,25,28,1474,Bread,3.01,food
2016,11,17,Thursday,morning,7,54,15,1475,Coffee,9.07,drinks
2016,11,17,Thursday,morning,7,54,15,1475,Medialuna,9.07,food
2016,11,17,Thursday,morning,8,6,20,1476,Siblings,5.23,unknown
2016,11,17,Thursday,morning,8,7,49,1477,Siblings,5.23,unknown
2016,11,17,Thursday,morning,8,50,15,1478,Bread,3.01,food
2016,11,17,Thursday,morning,8,50,15,1478,Medialuna,9.07,food
2016,11,17,Thursday,morning,9,15,26,1479,Medialuna,9.07,food
2016,11,17,Thursday,morning,9,15,26,1479,Pastry,2.91,food
2016,11,17,Thursday,morning,9,15,26,1479,NONE,9.98,unknown
2016,11,17,Thursday,morning,9,33,47,1480,Keeping It Local,10.38,unknown
2016,11,17,Thursday,morning,9,33,47,1480,Tea,6.65,drinks
2016,11,17,Thursday,morning,10,7,52,1482,Farm House,3.31,unknown
2016,11,17,Thursday,morning,10,9,39,1483,Pastry,2.91,food
2016,11,17,Thursday,morning,10,10,1,1484,Farm House,3.31,unknown
2016,11,17,Thursday,morning,10,10,33,1485,NONE,9.98,unknown
2016,11,17,Thursday,morning,10,10,33,1485,Tea,6.65,drinks
2016,11,17,Thursday,morning,10,19,29,1486,Tea,6.65,drinks
2016,11,17,Thursday,morning,10,19,29,1486,NONE,9.98,unknown
2016,11,17,Thursday,morning,10,19,29,1486,Scandinavian,10.38,unknown
2016,11,17,Thursday,morning,10,43,33,1487,Coffee,9.07,drinks
2016,11,17,Thursday,morning,10,43,33,1487,Muffin,3.01,food
2016,11,17,Thursday,morning,10,48,58,1488,Coffee,9.07,drinks
2016,11,17,Thursday,morning,10,51,35,1490,Bread,3.01,food
2016,11,17,Thursday,morning,10,54,6,1491,Farm House,3.31,unknown
2016,11,17,Thursday,morning,10,54,6,1491,Scandinavian,10.38,unknown
2016,11,17,Thursday,morning,10,54,6,1491,Coffee,9.07,drinks
2016,11,17,Thursday,morning,10,54,6,1491,Pastry,2.91,food
2016,11,17,Thursday,morning,10,58,55,1492,Coffee,9.07,drinks
2016,11,17,Thursday,morning,11,6,46,1493,Coffee,9.07,drinks
2016,11,17,Thursday,morning,11,6,46,1493,Keeping It Local,10.38,unknown
2016,11,17,Thursday,morning,11,7,43,1494,NONE,9.98,unknown
2016,11,17,Thursday,morning,11,7,43,1494,Bread,3.01,food
2016,11,17,Thursday,morning,11,9,40,1495,Jam,10.08,food
2016,11,17,Thursday,morning,11,22,22,1496,Alfajores,7.76,food
2016,11,17,Thursday,morning,11,22,22,1496,Medialuna,9.07,food
2016,11,17,Thursday,morning,11,22,22,1496,Coffee,9.07,drinks
2016,11,17,Thursday,morning,11,22,22,1496,Bread,3.01,food
2016,11,17,Thursday,morning,11,23,41,1497,Coffee,9.07,drinks
2016,11,17,Thursday,morning,11,23,41,1497,Keeping It Local,10.38,unknown
2016,11,17,Thursday,morning,11,26,23,1498,Coffee,9.07,drinks
2016,11,17,Thursday,morning,11,37,8,1499,Bread,3.01,food
2016,11,17,Thursday,morning,11,49,36,1500,Tea,6.65,drinks
2016,11,17,Thursday,morning,11,49,36,1500,Muffin,3.01,food
2016,11,17,Thursday,morning,11,56,3,1501,Coffee,9.07,drinks
2016,11,17,Thursday,morning,11,56,3,1501,Hot chocolate,9.58,drinks
2016,11,17,Thursday,morning,11,56,3,1501,Alfajores,7.76,food
2016,11,17,Thursday,afternoon,12,3,57,1502,Bread,3.01,food
2016,11,17,Thursday,afternoon,12,3,57,1502,Pastry,2.91,food
2016,11,17,Thursday,afternoon,12,3,57,1502,Bread,3.01,food
2016,11,17,Thursday,afternoon,12,6,10,1503,Coffee,9.07,drinks
2016,11,17,Thursday,afternoon,12,9,52,1504,Bread,3.01,food
2016,11,17,Thursday,afternoon,12,15,0,1505,Tea,6.65,drinks
2016,11,17,Thursday,afternoon,12,19,45,1506,Coffee,9.07,drinks
2016,11,17,Thursday,afternoon,12,19,45,1506,Sandwich,3.21,food
2016,11,17,Thursday,afternoon,12,21,8,1507,Bread,3.01,food
2016,11,17,Thursday,afternoon,12,23,30,1508,Soup,8.77,drinks
2016,11,17,Thursday,afternoon,12,31,35,1509,Coffee,9.07,drinks
2016,11,17,Thursday,afternoon,12,33,34,1510,Tea,6.65,drinks
2016,11,17,Thursday,afternoon,12,34,23,1511,Coffee,9.07,drinks
2016,11,17,Thursday,afternoon,12,34,23,1511,Soup,8.77,drinks
2016,11,17,Thursday,afternoon,12,34,23,1511,Art Tray,2,unknown
2016,11,17,Thursday,afternoon,12,34,23,1511,Pastry,2.91,food
2016,11,17,Thursday,afternoon,12,49,2,1512,Hearty & Seasonal,5.84,unknown
2016,11,17,Thursday,afternoon,12,49,2,1512,Mineral water,2.51,drinks
2016,11,17,Thursday,afternoon,12,49,2,1512,Alfajores,7.76,food
2016,11,17,Thursday,afternoon,12,49,29,1513,Bread,3.01,food
2016,11,17,Thursday,afternoon,12,56,27,1514,Coffee,9.07,drinks
2016,11,17,Thursday,afternoon,12,56,27,1514,Hearty & Seasonal,5.84,unknown
2016,11,17,Thursday,afternoon,12,56,27,1514,Hearty & Seasonal,5.84,unknown
2016,11,17,Thursday,afternoon,12,56,27,1514,Alfajores,7.76,food
2016,11,17,Thursday,afternoon,12,56,27,1514,Alfajores,7.76,food
2016,11,17,Thursday,afternoon,12,56,27,1514,Cake,4.73,food
2016,11,17,Thursday,afternoon,12,56,27,1514,Bread,3.01,food
2016,11,17,Thursday,afternoon,12,58,29,1515,NONE,9.98,unknown
2016,11,17,Thursday,afternoon,12,58,29,1515,Coffee,9.07,drinks
2016,11,17,Thursday,afternoon,13,9,34,1516,Bread,3.01,food
2016,11,17,Thursday,afternoon,13,18,58,1517,Cake,4.73,food
2016,11,17,Thursday,afternoon,13,21,43,1518,Bread,3.01,food
2016,11,17,Thursday,afternoon,13,22,54,1519,Fudge,1.39,food
2016,11,17,Thursday,afternoon,13,23,36,1520,Muffin,3.01,food
2016,11,17,Thursday,afternoon,13,25,21,1521,Bread,3.01,food
2016,11,17,Thursday,afternoon,13,25,21,1521,Coffee,9.07,drinks
2016,11,17,Thursday,afternoon,13,33,52,1522,Coffee,9.07,drinks
2016,11,17,Thursday,afternoon,13,33,52,1522,Hearty & Seasonal,5.84,unknown
2016,11,17,Thursday,afternoon,13,33,52,1522,Sandwich,3.21,food
2016,11,17,Thursday,afternoon,13,33,52,1522,Bread,3.01,food
2016,11,17,Thursday,afternoon,13,36,34,1523,Soup,8.77,drinks
2016,11,17,Thursday,afternoon,13,36,34,1523,Coffee,9.07,drinks
2016,11,17,Thursday,afternoon,13,38,20,1524,Coffee,9.07,drinks
2016,11,17,Thursday,afternoon,13,38,20,1524,Hearty & Seasonal,5.84,unknown
2016,11,17,Thursday,afternoon,13,38,20,1524,Keeping It Local,10.38,unknown
2016,11,17,Thursday,afternoon,13,51,58,1525,Bread,3.01,food
2016,11,17,Thursday,afternoon,13,53,52,1526,Coffee,9.07,drinks
2016,11,17,Thursday,afternoon,13,53,52,1526,Coffee,9.07,drinks
2016,11,17,Thursday,afternoon,13,55,53,1527,Scandinavian,10.38,unknown
2016,11,17,Thursday,afternoon,13,58,45,1528,Coffee,9.07,drinks
2016,11,17,Thursday,afternoon,13,58,45,1528,Alfajores,7.76,food
2016,11,17,Thursday,afternoon,14,2,11,1529,Coffee,9.07,drinks
2016,11,17,Thursday,afternoon,14,27,22,1530,Soup,8.77,drinks
2016,11,17,Thursday,afternoon,14,27,22,1530,Brownie,6.44,food
2016,11,17,Thursday,afternoon,14,35,58,1531,Coffee,9.07,drinks
2016,11,17,Thursday,afternoon,14,35,58,1531,Coffee,9.07,drinks
2016,11,17,Thursday,afternoon,14,47,1,1532,Bread,3.01,food
2016,11,17,Thursday,afternoon,14,52,45,1533,Bread,3.01,food
2016,11,17,Thursday,afternoon,14,56,1,1534,Bread,3.01,food
2016,11,17,Thursday,afternoon,14,56,1,1534,Scandinavian,10.38,unknown
2016,11,17,Thursday,afternoon,14,56,1,1534,Coffee,9.07,drinks
2016,11,17,Thursday,afternoon,15,1,21,1535,Coffee,9.07,drinks
2016,11,17,Thursday,afternoon,15,1,21,1535,Coffee,9.07,drinks
2016,11,17,Thursday,afternoon,15,13,25,1536,Coffee,9.07,drinks
2016,11,17,Thursday,afternoon,15,14,51,1537,Soup,8.77,drinks
2016,11,17,Thursday,afternoon,15,18,18,1538,Coffee,9.07,drinks
2016,11,17,Thursday,afternoon,15,18,18,1538,Muffin,3.01,food
2016,11,17,Thursday,afternoon,15,30,16,1539,Cake,4.73,food
2016,11,17,Thursday,afternoon,15,30,16,1539,Bread,3.01,food
2016,11,17,Thursday,afternoon,15,30,16,1539,Hot chocolate,9.58,drinks
2016,11,17,Thursday,afternoon,16,8,15,1540,Coffee,9.07,drinks
